% Recoded by WEISmonths, Mon Nov 29 02:11:48 2004
% from http://www.ku.edu/~keds/data.html
*vertices 485
23: 343 190 1 [119]
23: 329 190 1 [119]
54: 448 190 1 [119]
32: 448 190 1 [119]
33: 190 448 1 [119]
111: 171 180 1 [119]
31: 183 364 1 [119]
31: 364 183 1 [119]
111: 171 180 1 [119]
120: 405 319 1 [119]
32: 368 407 1 [119]
33: 407 368 1 [119]
22: 137 190 1 [119]
81: 220 349 1 [119]
81: 349 220 1 [119]
31: 22 222 1 [119]
31: 222 22 1 [119]
223: 202 319 1 [119]
223: 202 329 1 [119]
173: 337 190 1 [119]
22: 279 319 1 [119]
31: 171 180 1 [119]
31: 180 171 1 [119]
82: 171 180 1 [119]
23: 319 190 1 [119]
23: 17 190 1 [119]
80: 17 96 1 [119]
31: 319 327 1 [119]
31: 327 319 1 [119]
223: 209 189 1 [119]
121: 190 441 1 [119]
223: 185 190 1 [119]
182: 243 246 1 [119]
66: 405 319 1 [119]
24: 33 171 1 [119]
32: 125 379 1 [119]
31: 171 180 1 [119]
31: 180 171 1 [119]
223: 202 319 1 [119]
210: 258 187 1 [119]
121: 319 190 1 [119]
223: 202 319 1 [119]
223: 190 319 1 [119]
213: 319 113 1 [119]
225: 171 180 1 [119]
31: 171 180 1 [119]
225: 319 202 1 [119]
223: 243 202 1 [119]
32: 368 407 1 [119]
32: 141 407 1 [119]
33: 407 141 1 [119]
23: 343 319 1 [119]
23: 329 319 1 [119]
32: 212 190 1 [119]
33: 190 212 1 [119]
225: 319 202 1 [119]
64: 436 180 1 [119]
121: 195 319 1 [119]
31: 408 426 1 [119]
31: 426 408 1 [119]
120: 319 337 1 [119]
152: 327 190 1 [119]
42: 190 209 1 [119]
223: 190 319 1 [119]
32: 22 17 1 [119]
180: 190 319 1 [119]
32: 222 235 1 [119]
33: 235 222 1 [119]
131: 180 441 1 [119]
196: 319 343 1 [119]
196: 319 329 1 [119]
24: 96 450 1 [119]
24: 96 448 1 [119]
84: 337 448 1 [119]
32: 441 407 1 [119]
102: 220 141 1 [119]
140: 212 190 1 [119]
32: 222 362 1 [119]
33: 362 222 1 [119]
24: 171 180 1 [119]
24: 180 171 1 [119]
223: 171 180 1 [119]
223: 180 171 1 [119]
223: 202 17 1 [119]
160: 202 319 1 [119]
23: 19 319 1 [119]
31: 141 243 1 [119]
31: 243 141 1 [119]
94: 190 319 1 [119]
94: 319 190 1 [119]
25: 337 190 1 [119]
102: 99 190 1 [119]
31: 408 22 1 [119]
31: 22 408 1 [119]
102: 37 243 1 [119]
111: 190 337 1 [119]
102: 190 448 1 [119]
81: 450 243 1 [119]
24: 172 364 1 [119]
122: 190 471 1 [119]
196: 319 190 1 [119]
211: 202 343 1 [119]
211: 202 329 1 [119]
32: 401 241 1 [119]
33: 241 401 1 [119]
32: 407 319 1 [119]
182: 337 190 1 [119]
182: 337 17 1 [119]
122: 241 190 1 [119]
22: 96 319 1 [119]
197: 202 329 1 [119]
70: 96 448 1 [119]
31: 171 180 1 [119]
31: 180 171 1 [119]
54: 171 180 1 [119]
31: 171 180 1 [119]
31: 180 171 1 [119]
31: 319 190 1 [119]
31: 190 319 1 [119]
31: 319 9 1 [119]
31: 9 319 1 [119]
223: 407 243 1 [119]
32: 222 17 1 [119]
223: 202 343 1 [119]
212: 319 202 1 [119]
121: 281 190 1 [119]
31: 190 319 1 [119]
33: 319 190 1 [119]
51: 339 190 1 [119]
42: 448 243 1 [119]
23: 190 319 1 [119]
80: 448 190 1 [119]
102: 319 441 1 [119]
120: 319 190 1 [119]
31: 220 154 1 [119]
31: 154 220 1 [119]
210: 202 319 1 [119]
223: 202 17 1 [119]
121: 180 171 1 [119]
31: 319 9 1 [119]
31: 9 319 1 [119]
31: 96 327 1 [119]
31: 327 96 1 [119]
102: 190 243 1 [119]
112: 319 337 1 [119]
23: 319 190 1 [119]
81: 451 441 1 [119]
23: 448 327 1 [119]
81: 195 327 1 [119]
122: 96 190 1 [119]
112: 319 337 1 [119]
42: 327 441 1 [119]
31: 319 17 1 [119]
33: 17 319 1 [119]
31: 319 190 1 [119]
33: 190 319 1 [119]
54: 190 337 1 [119]
31: 96 319 1 [119]
31: 319 96 1 [119]
24: 448 337 1 [119]
122: 190 17 1 [119]
122: 17 190 1 [119]
32: 154 220 1 [119]
33: 220 154 1 [119]
160: 202 343 1 [119]
160: 202 329 1 [119]
102: 190 171 1 [119]
90: 436 96 1 [119]
31: 180 171 1 [119]
31: 171 180 1 [119]
23: 462 337 1 [119]
152: 319 190 1 [119]
41: 379 319 1 [119]
121: 190 319 1 [119]
22: 450 337 1 [119]
24: 450 319 1 [119]
81: 285 190 1 [119]
81: 190 285 1 [119]
23: 319 339 1 [119]
82: 220 319 1 [119]
23: 462 337 1 [119]
64: 268 319 1 [119]
64: 180 319 1 [119]
42: 96 319 1 [119]
94: 474 478 1 [119]
94: 478 474 1 [119]
42: 319 431 1 [119]
64: 427 319 1 [119]
22: 406 319 1 [119]
32: 319 190 1 [119]
33: 190 319 1 [119]
41: 462 319 1 [119]
64: 379 319 1 [119]
23: 441 319 1 [119]
64: 267 319 1 [119]
31: 241 17 1 [119]
31: 17 241 1 [119]
31: 241 319 1 [119]
31: 319 241 1 [119]
94: 211 319 1 [119]
111: 195 337 1 [119]
23: 171 319 1 [119]
73: 164 319 1 [119]
41: 141 319 1 [119]
23: 64 319 1 [119]
182: 319 202 1 [119]
23: 436 319 1 [119]
23: 37 319 1 [119]
23: 33 319 1 [119]
23: 319 17 1 [119]
34: 448 190 1 [119]
94: 327 339 1 [119]
64: 425 319 1 [119]
81: 285 190 1 [119]
81: 190 285 1 [119]
23: 161 319 1 [119]
64: 296 319 1 [119]
23: 296 339 1 [119]
64: 448 190 1 [119]
42: 337 448 1 [119]
31: 327 448 1 [119]
41: 398 337 1 [119]
102: 19 448 1 [119]
102: 310 319 1 [119]
64: 41 319 1 [119]
23: 447 462 1 [119]
23: 462 447 1 [119]
23: 447 113 1 [119]
23: 462 113 1 [119]
23: 113 447 1 [119]
23: 113 462 1 [119]
94: 190 427 1 [119]
142: 479 319 1 [119]
111: 427 190 1 [119]
73: 407 319 1 [119]
160: 407 190 1 [119]
73: 401 319 1 [119]
211: 337 339 1 [119]
102: 462 319 1 [119]
22: 341 337 1 [119]
64: 296 319 1 [119]
41: 356 319 1 [119]
23: 315 319 1 [119]
24: 279 319 1 [119]
64: 279 319 1 [119]
122: 171 337 1 [119]
64: 164 319 1 [119]
23: 161 319 1 [119]
25: 135 319 1 [119]
22: 124 319 1 [119]
102: 120 319 1 [119]
32: 337 96 1 [119]
33: 96 337 1 [119]
23: 75 319 1 [119]
41: 64 319 1 [119]
41: 216 319 1 [119]
64: 448 190 1 [119]
23: 319 190 1 [119]
66: 171 448 1 [119]
180: 190 337 1 [119]
41: 77 319 1 [119]
111: 451 17 1 [119]
25: 190 66 1 [119]
23: 190 66 1 [119]
90: 171 17 1 [119]
41: 243 319 1 [119]
23: 216 319 1 [119]
23: 212 319 1 [119]
111: 171 319 1 [119]
111: 451 17 1 [119]
23: 212 319 1 [119]
102: 137 319 1 [119]
81: 337 190 1 [119]
42: 96 319 1 [119]
41: 80 319 1 [119]
41: 52 319 1 [119]
41: 152 319 1 [119]
64: 50 319 1 [119]
64: 3 319 1 [119]
112: 451 190 1 [119]
123: 319 243 1 [119]
121: 281 319 1 [119]
220: 195 441 1 [119]
90: 171 17 1 [119]
200: 180 448 1 [119]
201: 448 180 1 [119]
223: 180 171 1 [119]
15: 337 450 1 [119]
23: 462 319 1 [119]
23: 406 364 1 [119]
66: 341 406 1 [119]
23: 96 57 1 [119]
111: 319 190 1 [119]
54: 180 407 1 [119]
90: 180 17 1 [119]
64: 462 319 1 [119]
64: 17 319 1 [119]
170: 319 337 1 [119]
41: 246 319 1 [119]
64: 136 319 1 [119]
64: 136 319 1 [119]
64: 77 319 1 [119]
132: 406 364 1 [119]
73: 406 243 1 [119]
73: 406 319 1 [119]
66: 364 406 1 [119]
160: 448 190 1 [119]
31: 448 190 1 [119]
31: 190 448 1 [119]
102: 313 171 1 [119]
102: 313 180 1 [119]
31: 293 171 1 [119]
81: 319 190 1 [119]
81: 190 319 1 [119]
41: 297 319 1 [119]
23: 339 279 1 [119]
25: 319 96 1 [119]
90: 337 319 1 [119]
25: 337 319 1 [119]
31: 22 241 1 [119]
196: 319 190 1 [119]
41: 319 337 1 [119]
64: 96 319 1 [119]
64: 92 319 1 [119]
32: 339 180 1 [119]
32: 22 241 1 [119]
33: 241 22 1 [119]
41: 319 337 1 [119]
31: 180 407 1 [119]
31: 407 180 1 [119]
31: 180 427 1 [119]
31: 427 180 1 [119]
31: 407 427 1 [119]
31: 427 407 1 [119]
31: 407 243 1 [119]
31: 243 407 1 [119]
23: 222 337 1 [119]
23: 222 190 1 [119]
23: 222 448 1 [119]
64: 471 319 1 [119]
64: 129 319 1 [119]
32: 22 17 1 [119]
25: 337 319 1 [119]
65: 190 343 1 [119]
111: 190 319 1 [119]
223: 202 190 1 [119]
102: 190 319 1 [119]
64: 96 319 1 [119]
111: 313 448 1 [119]
25: 337 96 1 [119]
64: 130 319 1 [119]
121: 407 180 1 [119]
121: 407 190 1 [119]
23: 64 319 1 [119]
81: 190 319 1 [119]
81: 319 190 1 [119]
64: 297 319 1 [119]
23: 337 94 1 [119]
112: 96 319 1 [119]
25: 339 96 1 [119]
32: 407 243 1 [119]
66: 407 246 1 [119]
94: 190 96 1 [119]
41: 94 319 1 [119]
223: 190 319 1 [119]
23: 337 319 1 [119]
23: 292 319 1 [119]
31: 96 337 1 [119]
31: 337 96 1 [119]
32: 222 407 1 [119]
33: 407 222 1 [119]
81: 124 327 1 [119]
121: 22 94 1 [119]
23: 238 319 1 [119]
41: 96 94 1 [119]
223: 202 319 1 [119]
111: 190 94 1 [119]
223: 183 180 1 [119]
111: 171 313 1 [119]
111: 171 96 1 [119]
32: 339 474 1 [119]
32: 180 220 1 [119]
33: 220 180 1 [119]
212: 137 319 1 [119]
31: 427 180 1 [119]
31: 180 427 1 [119]
31: 427 407 1 [119]
31: 407 427 1 [119]
31: 180 407 1 [119]
31: 407 180 1 [119]
23: 299 319 1 [119]
90: 337 441 1 [119]
32: 319 220 1 [119]
33: 220 319 1 [119]
111: 190 96 1 [119]
25: 124 337 1 [119]
23: 319 113 1 [119]
73: 48 319 1 [119]
102: 364 406 1 [119]
102: 222 243 1 [119]
32: 137 171 1 [119]
33: 171 137 1 [119]
191: 313 171 1 [119]
64: 96 9 1 [119]
64: 9 96 1 [119]
73: 379 220 1 [119]
121: 220 243 1 [119]
32: 222 183 1 [119]
33: 183 222 1 [119]
223: 319 202 1 [119]
23: 462 220 1 [119]
82: 407 220 1 [119]
82: 220 407 1 [119]
41: 407 96 1 [119]
41: 388 319 1 [119]
41: 368 337 1 [119]
64: 152 319 1 [119]
23: 190 319 1 [119]
120: 258 431 1 [119]
22: 222 220 1 [119]
32: 222 180 1 [119]
33: 180 222 1 [119]
64: 96 243 1 [119]
64: 9 243 1 [119]
84: 337 441 1 [119]
223: 190 319 1 [119]
84: 337 448 1 [119]
111: 241 96 1 [119]
64: 418 319 1 [119]
23: 337 190 1 [119]
64: 337 319 1 [119]
102: 190 448 1 [119]
81: 337 441 1 [119]
64: 52 319 1 [119]
23: 337 441 1 [119]
33: 241 337 1 [119]
223: 202 243 1 [119]
190: 190 343 1 [119]
190: 190 329 1 [119]
64: 9 96 1 [119]
122: 436 190 1 [119]
71: 441 171 1 [119]
31: 171 313 1 [119]
23: 337 441 1 [119]
41: 448 190 1 [119]
95: 243 436 1 [119]
140: 448 337 1 [119]
140: 96 241 1 [119]
32: 22 407 1 [119]
32: 339 220 1 [119]
41: 190 448 1 [119]
95: 243 436 1 [119]
223: 202 319 1 [119]
94: 405 190 1 [119]
31: 405 337 1 [119]
33: 337 405 1 [119]
140: 448 337 1 [119]
41: 337 190 1 [119]
121: 339 407 1 [119]
94: 405 190 1 [119]
112: 337 339 1 [119]
94: 468 319 1 [119]
101: 468 190 1 [119]
41: 190 448 1 [119]
191: 96 339 1 [119]
23: 220 448 1 [119]
223: 202 319 1 [119]
223: 202 243 1 [119]
191: 190 427 1 [119]
193: 180 171 1 [119]
31: 313 379 1 [119]
33: 379 313 1 [119]
80: 171 313 1 [119]
50: 379 313 1 [119]
31: 436 337 1 [119]
31: 337 436 1 [119]
140: 190 339 1 [119]
80: 427 190 1 [119]
81: 5 441 1 [119]
172: 190 339 1 [119]
23: 319 448 1 [119]
81: 171 313 1 [119]
81: 313 171 1 [119]
221: 448 171 1 [119]
23: 183 18 1 [119]
131: 180 441 1 [119]
191: 180 171 1 [119]
90: 436 190 1 [119]
141: 339 190 1 [119]
31: 436 337 1 [119]
31: 337 436 1 [119]
32: 183 96 1 [119]
64: 484 319 1 [119]
112: 319 339 1 [119]
23: 33 319 1 [119]
220: 190 243 1 [119]
81: 190 96 1 [119]
81: 96 190 1 [119]
32: 222 474 1 [119]
33: 474 222 1 [119]
32: 222 96 1 [119]
33: 96 222 1 [119]
223: 202 17 1 [119]
190: 96 22 1 [119]
94: 319 17 1 [119]
223: 202 17 1 [119]
223: 202 319 1 [119]
121: 380 190 1 [119]
64: 135 319 1 [119]
121: 441 450 1 [119]
220: 250 171 1 [119]
200: 190 337 1 [119]
220: 441 171 1 [119]
12: 429 124 1 [119]
53: 450 319 1 [120]
31: 222 96 1 [120]
64: 423 319 1 [120]
64: 62 319 1 [120]
223: 202 319 1 [120]
223: 202 319 1 [120]
41: 190 462 1 [120]
32: 319 190 1 [120]
33: 190 319 1 [120]
41: 180 319 1 [120]
23: 433 319 1 [120]
25: 436 337 1 [120]
95: 364 406 1 [120]
198: 448 441 1 [120]
23: 427 234 1 [120]
102: 171 177 1 [120]
223: 202 319 1 [120]
212: 202 343 1 [120]
32: 190 462 1 [120]
33: 462 190 1 [120]
23: 337 379 1 [120]
64: 337 190 1 [120]
23: 124 319 1 [120]
23: 319 448 1 [120]
31: 337 406 1 [120]
31: 33 171 1 [120]
31: 171 33 1 [120]
31: 33 180 1 [120]
31: 180 33 1 [120]
82: 448 190 1 [120]
82: 190 448 1 [120]
121: 379 94 1 [120]
80: 190 462 1 [120]
32: 222 407 1 [120]
31: 408 172 1 [120]
31: 172 408 1 [120]
25: 334 190 1 [120]
11: 202 243 1 [120]
120: 202 243 1 [120]
73: 319 113 1 [120]
65: 96 241 1 [120]
223: 202 319 1 [120]
32: 337 405 1 [120]
33: 405 337 1 [120]
223: 243 407 1 [120]
213: 319 448 1 [120]
102: 448 319 1 [120]
32: 172 258 1 [120]
64: 70 319 1 [120]
32: 339 405 1 [120]
33: 405 339 1 [120]
82: 337 448 1 [120]
198: 407 243 1 [120]
223: 407 243 1 [120]
223: 243 407 1 [120]
31: 436 222 1 [120]
31: 222 436 1 [120]
223: 202 319 1 [120]
130: 202 343 1 [120]
130: 202 329 1 [120]
223: 202 319 1 [120]
23: 190 462 1 [120]
32: 339 96 1 [120]
33: 96 339 1 [120]
32: 448 33 1 [120]
25: 319 448 1 [120]
32: 339 405 1 [120]
102: 441 190 1 [120]
32: 222 180 1 [120]
33: 180 222 1 [120]
23: 220 22 1 [120]
81: 96 25 1 [120]
41: 311 319 1 [120]
171: 319 343 1 [120]
171: 319 329 1 [120]
25: 319 448 1 [120]
90: 339 27 1 [120]
102: 406 243 1 [120]
81: 319 243 1 [120]
54: 441 243 1 [120]
150: 448 190 1 [120]
42: 319 190 1 [120]
42: 190 319 1 [120]
31: 183 180 1 [120]
31: 180 183 1 [120]
31: 183 407 1 [120]
31: 407 183 1 [120]
66: 141 319 1 [120]
32: 141 241 1 [120]
33: 241 141 1 [120]
64: 436 171 1 [120]
81: 337 190 1 [120]
31: 337 448 1 [120]
120: 204 337 1 [120]
111: 190 337 1 [120]
22: 448 141 1 [120]
41: 462 190 1 [120]
42: 379 337 1 [120]
23: 190 337 1 [120]
120: 190 337 1 [120]
81: 337 190 1 [120]
24: 451 448 1 [120]
203: 220 343 1 [120]
80: 17 96 1 [120]
150: 211 141 1 [120]
81: 211 96 1 [120]
81: 96 211 1 [120]
120: 448 190 1 [120]
67: 448 450 1 [120]
102: 319 17 1 [120]
84: 195 190 1 [120]
94: 180 364 1 [120]
94: 180 441 1 [120]
32: 180 33 1 [120]
223: 202 319 1 [120]
22: 448 141 1 [120]
111: 190 337 1 [120]
81: 339 190 1 [120]
121: 448 141 1 [120]
23: 222 220 1 [120]
223: 202 319 1 [120]
23: 190 319 1 [120]
122: 319 337 1 [120]
24: 180 319 1 [120]
123: 15 319 1 [120]
111: 220 343 1 [120]
112: 247 246 1 [120]
121: 211 141 1 [120]
131: 190 319 1 [120]
223: 190 329 1 [120]
22: 141 448 1 [120]
66: 180 171 1 [120]
223: 202 243 1 [120]
66: 448 319 1 [120]
210: 407 202 1 [120]
223: 407 190 1 [120]
25: 319 441 1 [120]
31: 436 337 1 [120]
31: 337 436 1 [120]
130: 202 319 1 [120]
223: 202 319 1 [120]
199: 319 190 1 [120]
102: 243 441 1 [120]
121: 448 190 1 [120]
223: 190 243 1 [120]
223: 202 190 1 [120]
130: 190 319 1 [120]
122: 436 190 1 [120]
220: 190 319 1 [120]
223: 190 343 1 [120]
223: 190 329 1 [120]
210: 190 319 1 [120]
223: 202 243 1 [120]
171: 190 17 1 [120]
223: 190 319 1 [120]
224: 220 319 1 [120]
41: 235 441 1 [120]
23: 171 339 1 [120]
102: 337 190 1 [120]
223: 202 319 1 [120]
210: 96 319 1 [120]
70: 462 23 1 [120]
221: 343 319 1 [120]
111: 406 243 1 [120]
32: 136 190 1 [120]
41: 337 462 1 [120]
25: 339 200 1 [120]
223: 319 190 1 [120]
120: 228 220 1 [120]
160: 190 450 1 [120]
73: 462 23 1 [120]
32: 125 180 1 [120]
23: 337 441 1 [120]
10: 337 448 1 [120]
223: 190 243 1 [120]
90: 17 441 1 [120]
64: 5 319 1 [120]
23: 311 319 1 [120]
23: 339 441 1 [120]
197: 202 329 1 [120]
223: 202 190 1 [120]
23: 337 441 1 [120]
102: 195 337 1 [120]
120: 339 190 1 [120]
32: 222 124 1 [120]
31: 96 190 1 [120]
31: 190 96 1 [120]
221: 448 33 1 [120]
31: 337 450 1 [120]
31: 450 337 1 [120]
120: 190 337 1 [120]
31: 448 339 1 [120]
31: 337 339 1 [120]
23: 337 319 1 [120]
64: 337 319 1 [120]
25: 450 190 1 [120]
32: 339 406 1 [120]
33: 406 339 1 [120]
31: 380 379 1 [120]
31: 379 380 1 [120]
94: 319 441 1 [120]
121: 190 337 1 [120]
23: 337 319 1 [120]
111: 222 448 1 [120]
64: 128 319 1 [120]
41: 94 337 1 [120]
25: 27 337 1 [120]
223: 319 207 1 [120]
111: 195 337 1 [120]
31: 448 337 1 [120]
31: 337 448 1 [120]
50: 448 190 1 [120]
67: 450 448 1 [120]
31: 195 337 1 [120]
23: 190 448 1 [120]
23: 448 337 1 [120]
31: 450 337 1 [120]
102: 438 448 1 [120]
102: 438 190 1 [120]
223: 297 96 1 [120]
121: 343 190 1 [120]
121: 343 448 1 [120]
111: 337 190 1 [120]
111: 337 448 1 [120]
23: 195 337 1 [120]
121: 99 448 1 [120]
64: 27 319 1 [120]
131: 448 337 1 [120]
200: 190 319 1 [120]
111: 448 441 1 [120]
32: 220 406 1 [120]
33: 406 220 1 [120]
31: 337 448 1 [120]
31: 448 337 1 [120]
31: 448 425 1 [120]
31: 337 425 1 [120]
42: 448 190 1 [120]
94: 448 337 1 [120]
41: 337 448 1 [120]
23: 292 448 1 [120]
102: 292 190 1 [120]
24: 222 337 1 [120]
31: 448 337 1 [120]
31: 337 448 1 [120]
50: 448 190 1 [120]
41: 319 450 1 [120]
25: 441 448 1 [120]
94: 222 190 1 [120]
31: 462 339 1 [120]
31: 339 462 1 [120]
24: 96 448 1 [120]
90: 436 190 1 [120]
22: 436 170 1 [120]
23: 195 448 1 [120]
94: 407 17 1 [120]
223: 441 190 1 [120]
41: 436 448 1 [120]
41: 427 448 1 [120]
41: 99 448 1 [120]
31: 99 337 1 [120]
121: 96 190 1 [120]
121: 96 319 1 [120]
22: 448 337 1 [120]
223: 448 407 1 [120]
223: 448 241 1 [120]
31: 448 337 1 [120]
31: 450 337 1 [120]
160: 450 17 1 [120]
160: 450 319 1 [120]
41: 379 448 1 [120]
31: 319 450 1 [120]
31: 319 337 1 [120]
173: 319 190 1 [120]
41: 22 450 1 [120]
23: 220 448 1 [120]
22: 190 448 1 [120]
31: 339 448 1 [120]
31: 448 339 1 [120]
94: 337 190 1 [120]
120: 337 450 1 [120]
196: 17 337 1 [120]
31: 448 337 1 [120]
31: 337 448 1 [120]
54: 448 450 1 [120]
112: 190 337 1 [120]
81: 407 96 1 [120]
220: 441 243 1 [120]
31: 22 401 1 [120]
31: 401 22 1 [120]
111: 17 343 1 [120]
111: 17 329 1 [120]
212: 190 441 1 [120]
41: 124 448 1 [120]
23: 450 337 1 [120]
31: 448 337 1 [120]
31: 337 448 1 [120]
131: 441 319 1 [120]
31: 448 425 1 [120]
31: 337 425 1 [120]
22: 407 190 1 [120]
41: 297 448 1 [120]
23: 337 448 1 [120]
54: 448 450 1 [120]
54: 190 450 1 [120]
120: 450 448 1 [120]
31: 448 337 1 [120]
31: 337 448 1 [120]
31: 448 319 1 [120]
31: 319 448 1 [120]
31: 337 319 1 [120]
31: 319 337 1 [120]
24: 448 337 1 [120]
131: 337 319 1 [120]
102: 171 190 1 [120]
121: 171 337 1 [120]
220: 441 243 1 [120]
130: 243 441 1 [120]
223: 202 319 1 [120]
212: 190 258 1 [120]
82: 190 448 1 [120]
23: 190 448 1 [120]
171: 190 450 1 [120]
130: 319 202 1 [120]
102: 450 190 1 [120]
22: 337 190 1 [120]
112: 337 448 1 [120]
220: 441 243 1 [120]
31: 405 406 1 [120]
33: 406 405 1 [120]
102: 462 190 1 [120]
223: 220 379 1 [120]
140: 172 64 1 [120]
41: 462 448 1 [120]
41: 462 337 1 [120]
23: 337 448 1 [120]
22: 337 190 1 [120]
23: 195 337 1 [120]
90: 337 437 1 [120]
90: 337 124 1 [120]
94: 99 195 1 [120]
31: 99 337 1 [120]
31: 337 99 1 [120]
23: 195 319 1 [120]
221: 187 209 1 [120]
23: 190 187 1 [120]
81: 180 220 1 [120]
81: 220 180 1 [120]
31: 448 337 1 [120]
90: 190 319 1 [120]
199: 190 319 1 [120]
32: 339 113 1 [120]
121: 302 448 1 [120]
121: 302 219 1 [120]
34: 336 441 1 [120]
23: 337 319 1 [120]
121: 195 448 1 [120]
82: 94 190 1 [120]
82: 94 448 1 [120]
82: 94 337 1 [120]
25: 337 319 1 [120]
25: 337 319 1 [120]
23: 436 243 1 [120]
112: 190 337 1 [120]
31: 111 96 1 [120]
31: 96 111 1 [120]
73: 319 329 1 [120]
199: 190 319 1 [120]
173: 364 243 1 [120]
73: 339 113 1 [120]
32: 339 27 1 [120]
33: 27 339 1 [120]
25: 396 190 1 [120]
25: 242 17 1 [120]
160: 241 450 1 [120]
22: 319 190 1 [120]
25: 319 190 1 [120]
32: 436 425 1 [120]
33: 425 436 1 [120]
173: 364 243 1 [120]
170: 406 243 1 [120]
191: 190 448 1 [120]
25: 171 379 1 [120]
102: 451 319 1 [120]
22: 451 448 1 [120]
112: 451 319 1 [120]
198: 406 243 1 [120]
190: 364 243 1 [120]
23: 195 190 1 [120]
23: 379 337 1 [120]
31: 337 448 1 [120]
24: 337 319 1 [120]
90: 243 364 1 [120]
94: 17 448 1 [120]
94: 17 190 1 [120]
94: 380 171 1 [120]
94: 380 180 1 [120]
102: 99 337 1 [120]
171: 99 448 1 [120]
95: 190 17 1 [120]
32: 364 406 1 [120]
33: 406 364 1 [120]
24: 456 448 1 [120]
94: 456 195 1 [120]
32: 339 190 1 [120]
198: 406 243 1 [120]
102: 99 337 1 [120]
82: 337 180 1 [120]
84: 195 190 1 [120]
24: 124 243 1 [120]
80: 96 160 1 [120]
81: 180 441 1 [120]
90: 180 367 1 [120]
73: 190 337 1 [120]
23: 195 448 1 [120]
31: 468 337 1 [120]
31: 337 468 1 [120]
64: 5 319 1 [120]
82: 337 180 1 [120]
64: 229 190 1 [120]
73: 190 337 1 [120]
100: 17 190 1 [120]
100: 17 337 1 [120]
23: 339 448 1 [120]
65: 171 180 1 [120]
23: 99 190 1 [120]
20: 190 448 1 [120]
20: 190 337 1 [120]
25: 339 319 1 [120]
80: 244 319 1 [120]
82: 319 124 1 [120]
101: 448 407 1 [120]
11: 319 124 1 [120]
23: 99 190 1 [120]
223: 202 319 1 [120]
223: 202 17 1 [120]
195: 190 5 1 [120]
101: 448 408 1 [120]
43: 190 66 1 [120]
43: 319 66 1 [120]
120: 171 180 1 [120]
130: 329 94 1 [120]
31: 337 319 1 [120]
20: 195 448 1 [120]
82: 337 319 1 [120]
225: 321 202 1 [120]
66: 319 124 1 [120]
223: 202 17 1 [120]
212: 190 99 1 [120]
212: 96 99 1 [120]
32: 311 96 1 [120]
33: 96 311 1 [120]
121: 339 450 1 [120]
31: 195 222 1 [120]
64: 38 319 1 [120]
223: 202 319 1 [120]
82: 448 96 1 [120]
82: 448 190 1 [120]
31: 222 337 1 [120]
31: 337 222 1 [120]
42: 337 339 1 [120]
102: 190 337 1 [120]
64: 22 190 1 [120]
223: 202 319 1 [120]
223: 202 343 1 [120]
223: 202 329 1 [120]
66: 171 436 1 [120]
102: 431 171 1 [120]
102: 431 180 1 [120]
225: 202 319 1 [120]
62: 337 190 1 [120]
82: 337 120 1 [120]
24: 212 190 1 [120]
223: 202 319 1 [120]
223: 202 319 1 [120]
32: 195 124 1 [120]
23: 451 448 1 [120]
101: 171 177 1 [120]
122: 190 244 1 [120]
223: 202 244 1 [120]
31: 364 407 1 [120]
31: 319 222 1 [120]
31: 222 319 1 [120]
223: 243 202 1 [120]
220: 202 190 1 [120]
223: 202 244 1 [120]
31: 304 337 1 [120]
31: 337 304 1 [120]
122: 319 190 1 [120]
111: 337 195 1 [120]
121: 96 190 1 [120]
111: 337 190 1 [120]
111: 190 96 1 [120]
123: 137 319 1 [120]
23: 360 171 1 [120]
23: 99 190 1 [120]
32: 337 448 1 [120]
33: 448 337 1 [120]
111: 319 337 1 [120]
32: 337 220 1 [120]
33: 220 337 1 [120]
23: 337 450 1 [120]
24: 22 17 1 [120]
202: 190 319 1 [121]
224: 243 187 1 [121]
64: 337 319 1 [121]
122: 230 17 1 [121]
200: 190 319 1 [121]
223: 319 190 1 [121]
23: 337 190 1 [121]
81: 190 319 1 [121]
31: 448 337 1 [121]
31: 337 448 1 [121]
23: 319 190 1 [121]
23: 319 244 1 [121]
22: 319 202 1 [121]
101: 190 448 1 [121]
32: 437 235 1 [121]
121: 96 190 1 [121]
23: 337 190 1 [121]
11: 99 190 1 [121]
23: 319 190 1 [121]
12: 364 243 1 [121]
212: 202 17 1 [121]
120: 364 190 1 [121]
22: 448 190 1 [121]
23: 190 250 1 [121]
31: 171 462 1 [121]
14: 180 171 1 [121]
102: 448 441 1 [121]
32: 339 96 1 [121]
182: 407 243 1 [121]
25: 195 337 1 [121]
171: 437 190 1 [121]
22: 96 448 1 [121]
23: 339 190 1 [121]
22: 319 448 1 [121]
25: 242 364 1 [121]
223: 202 17 1 [121]
22: 441 190 1 [121]
73: 220 343 1 [121]
64: 190 152 1 [121]
82: 96 447 1 [121]
82: 96 462 1 [121]
82: 190 319 1 [121]
82: 190 137 1 [121]
123: 337 448 1 [121]
182: 448 5 1 [121]
182: 190 5 1 [121]
31: 462 171 1 [121]
31: 171 462 1 [121]
31: 172 171 1 [121]
31: 171 462 1 [121]
32: 339 431 1 [121]
41: 190 448 1 [121]
95: 96 448 1 [121]
95: 96 241 1 [121]
102: 245 441 1 [121]
23: 337 319 1 [121]
