% Recoded by WEISmonths, Sun Nov 28 21:57:00 2004
% from http://www.ku.edu/~keds/data.dir/balk.html
*vertices 325
31: 290 246 1 [36]
31: 246 290 1 [36]
121: 290 317 1 [36]
121: 290 322 1 [36]
90: 314 317 1 [36]
90: 314 246 1 [36]
24: 290 246 1 [37]
24: 290 317 1 [37]
24: 246 290 1 [37]
223: 314 322 1 [37]
223: 314 317 1 [37]
223: 314 317 1 [37]
23: 306 314 1 [37]
11: 290 79 1 [37]
24: 290 246 1 [37]
24: 290 317 1 [37]
81: 290 246 1 [37]
81: 290 317 1 [37]
31: 290 56 1 [37]
31: 56 290 1 [37]
31: 290 322 1 [37]
31: 322 290 1 [37]
32: 290 56 1 [37]
33: 56 290 1 [37]
32: 290 322 1 [37]
33: 322 290 1 [37]
31: 314 290 1 [37]
31: 290 314 1 [37]
81: 314 317 1 [37]
23: 76 314 1 [37]
81: 314 317 1 [37]
31: 290 314 1 [37]
31: 314 290 1 [37]
42: 298 290 1 [37]
180: 314 290 1 [37]
224: 314 317 1 [37]
81: 314 290 1 [37]
81: 314 290 1 [37]
32: 76 226 1 [37]
33: 226 76 1 [37]
81: 317 314 1 [37]
14: 317 314 1 [37]
22: 141 314 1 [37]
100: 76 23 1 [37]
112: 260 310 1 [37]
14: 290 193 1 [37]
14: 290 284 1 [37]
120: 251 56 1 [37]
120: 251 56 1 [37]
223: 314 290 1 [37]
14: 317 314 1 [37]
182: 322 193 1 [37]
182: 322 284 1 [37]
53: 322 193 1 [37]
53: 322 284 1 [37]
31: 290 314 1 [37]
53: 322 193 1 [37]
53: 322 284 1 [37]
25: 290 314 1 [37]
73: 95 193 1 [37]
73: 95 284 1 [37]
53: 290 193 1 [37]
53: 290 284 1 [37]
111: 322 314 1 [37]
73: 290 314 1 [37]
73: 290 317 1 [37]
182: 277 290 1 [37]
13: 314 76 1 [37]
13: 314 76 1 [37]
14: 246 290 1 [37]
14: 317 290 1 [37]
211: 317 251 1 [37]
94: 76 314 1 [37]
41: 286 76 1 [37]
41: 226 76 1 [37]
90: 141 76 1 [37]
123: 76 314 1 [37]
223: 290 76 1 [37]
54: 290 314 1 [37]
223: 290 76 1 [37]
123: 290 76 1 [37]
140: 105 314 1 [37]
190: 314 76 1 [37]
223: 251 76 1 [37]
22: 76 290 1 [37]
22: 290 76 1 [37]
123: 290 76 1 [37]
191: 76 314 1 [37]
14: 76 23 1 [37]
190: 314 76 1 [37]
94: 314 76 1 [37]
22: 226 76 1 [37]
32: 298 317 1 [37]
33: 317 298 1 [37]
123: 76 322 1 [37]
123: 76 317 1 [37]
120: 141 251 1 [37]
23: 141 314 1 [37]
190: 314 76 1 [37]
114: 174 225 1 [37]
114: 174 66 1 [37]
114: 174 119 1 [37]
223: 251 76 1 [37]
191: 76 314 1 [37]
41: 317 76 1 [37]
182: 314 193 1 [37]
182: 314 284 1 [37]
220: 268 314 1 [37]
70: 290 314 1 [37]
122: 251 76 1 [37]
94: 119 314 1 [37]
111: 234 282 1 [37]
102: 246 322 1 [37]
42: 290 314 1 [37]
190: 314 76 1 [37]
130: 35 28 1 [37]
130: 35 187 1 [37]
150: 322 246 1 [37]
121: 246 76 1 [37]
40: 141 314 1 [37]
111: 105 87 1 [37]
171: 76 314 1 [37]
40: 76 317 1 [37]
14: 322 27 1 [37]
123: 76 314 1 [37]
123: 76 314 1 [37]
81: 76 314 1 [37]
121: 317 130 1 [37]
64: 76 317 1 [37]
64: 314 317 1 [37]
23: 76 314 1 [37]
73: 76 314 1 [37]
223: 317 268 1 [37]
130: 298 314 1 [37]
32: 290 286 1 [37]
111: 76 314 1 [37]
72: 322 317 1 [37]
64: 17 317 1 [37]
64: 17 260 1 [37]
64: 17 52 1 [37]
22: 76 317 1 [37]
223: 317 246 1 [37]
223: 246 317 1 [37]
191: 314 27 1 [37]
70: 290 314 1 [37]
24: 76 290 1 [37]
122: 314 306 1 [37]
64: 306 317 1 [37]
64: 306 260 1 [37]
23: 306 314 1 [37]
223: 314 246 1 [37]
223: 314 76 1 [37]
23: 141 76 1 [37]
31: 290 317 1 [37]
32: 290 314 1 [37]
32: 290 314 1 [37]
32: 290 314 1 [37]
32: 290 317 1 [37]
82: 76 314 1 [37]
111: 114 174 1 [37]
32: 76 174 1 [37]
33: 174 76 1 [37]
160: 246 286 1 [37]
32: 290 314 1 [37]
84: 87 61 1 [37]
32: 277 141 1 [37]
33: 141 277 1 [37]
23: 76 226 1 [37]
23: 76 226 1 [37]
80: 76 314 1 [37]
64: 317 260 1 [37]
64: 260 317 1 [37]
64: 260 317 1 [37]
64: 317 260 1 [37]
121: 246 314 1 [37]
64: 17 314 1 [37]
64: 23 314 1 [37]
32: 314 95 1 [37]
33: 95 314 1 [37]
40: 27 314 1 [37]
23: 286 314 1 [37]
22: 42 251 1 [37]
64: 42 260 1 [37]
64: 46 317 1 [37]
64: 46 260 1 [37]
25: 46 317 1 [37]
25: 46 260 1 [37]
80: 76 317 1 [37]
80: 76 260 1 [37]
23: 76 317 1 [37]
23: 76 260 1 [37]
81: 56 317 1 [37]
41: 317 76 1 [37]
150: 70 317 1 [37]
33: 92 76 1 [37]
32: 76 92 1 [37]
64: 95 314 1 [37]
42: 314 105 1 [37]
31: 317 105 1 [37]
31: 260 105 1 [37]
120: 318 76 1 [37]
111: 114 76 1 [37]
121: 114 174 1 [37]
120: 114 42 1 [37]
64: 119 314 1 [37]
64: 141 260 1 [37]
64: 141 317 1 [37]
24: 141 76 1 [37]
64: 202 314 1 [37]
64: 225 314 1 [37]
122: 246 76 1 [37]
102: 260 314 1 [37]
64: 268 317 1 [37]
64: 268 260 1 [37]
64: 298 314 1 [37]
82: 76 119 1 [37]
82: 119 76 1 [37]
223: 290 317 1 [37]
64: 260 87 1 [37]
65: 317 260 1 [37]
102: 246 317 1 [37]
81: 246 317 1 [37]
81: 246 317 1 [37]
40: 42 314 1 [37]
102: 76 314 1 [37]
40: 76 317 1 [37]
40: 76 260 1 [37]
111: 76 246 1 [37]
23: 141 260 1 [37]
23: 141 317 1 [37]
64: 141 260 1 [37]
64: 141 317 1 [37]
22: 114 277 1 [37]
132: 141 114 1 [37]
64: 66 260 1 [37]
64: 66 317 1 [37]
40: 298 314 1 [37]
64: 14 317 1 [37]
64: 14 260 1 [37]
64: 11 12 1 [37]
41: 76 317 1 [37]
41: 76 260 1 [37]
102: 76 317 1 [37]
102: 76 260 1 [37]
64: 317 141 1 [37]
182: 290 317 1 [37]
23: 317 286 1 [37]
212: 314 317 1 [37]
32: 246 317 1 [37]
33: 317 246 1 [37]
31: 290 314 1 [37]
31: 290 317 1 [37]
64: 92 317 1 [37]
64: 92 260 1 [37]
32: 141 260 1 [37]
33: 260 141 1 [37]
32: 141 317 1 [37]
33: 317 141 1 [37]
40: 141 290 1 [37]
22: 277 114 1 [37]
102: 3 76 1 [37]
64: 233 317 1 [37]
64: 233 260 1 [37]
64: 233 314 1 [37]
22: 314 290 1 [37]
102: 76 314 1 [37]
140: 314 246 1 [37]
111: 314 317 1 [37]
111: 246 317 1 [37]
212: 83 3 1 [37]
32: 246 277 1 [37]
33: 277 246 1 [37]
112: 317 322 1 [37]
25: 314 290 1 [37]
25: 322 290 1 [37]
101: 314 322 1 [37]
182: 314 290 1 [37]
84: 42 89 1 [37]
33: 314 130 1 [37]
32: 130 314 1 [37]
31: 251 119 1 [37]
31: 119 251 1 [37]
31: 317 119 1 [37]
31: 119 317 1 [37]
120: 314 317 1 [37]
120: 314 317 1 [37]
33: 246 130 1 [37]
32: 130 246 1 [37]
173: 105 246 1 [37]
173: 105 321 1 [37]
31: 321 246 1 [37]
181: 314 187 1 [37]
225: 314 187 1 [37]
31: 246 277 1 [37]
111: 314 246 1 [37]
111: 314 246 1 [37]
64: 3 260 1 [37]
64: 3 317 1 [37]
23: 314 246 1 [37]
23: 317 314 1 [37]
73: 317 260 1 [37]
73: 260 317 1 [37]
121: 92 246 1 [37]
111: 246 314 1 [37]
32: 174 76 1 [37]
33: 76 174 1 [37]
64: 226 314 1 [37]
60: 141 314 1 [37]
102: 246 314 1 [37]
23: 314 290 1 [37]
102: 298 317 1 [37]
102: 298 260 1 [37]
182: 314 290 1 [37]
31: 314 246 1 [37]
182: 314 290 1 [37]
31: 314 246 1 [37]
23: 322 22 1 [37]
90: 317 290 1 [37]
23: 174 114 1 [37]
90: 317 290 1 [37]
31: 42 290 1 [37]
120: 3 246 1 [37]
34: 27 314 1 [37]
23: 27 322 1 [37]
23: 27 251 1 [37]
23: 314 317 1 [37]
34: 27 314 1 [37]
32: 290 314 1 [37]
33: 314 290 1 [37]
182: 290 314 1 [37]
31: 290 314 1 [37]
31: 290 314 1 [37]
22: 27 314 1 [37]
22: 260 27 1 [37]
140: 114 174 1 [37]
24: 290 314 1 [37]
101: 317 314 1 [37]
31: 174 46 1 [37]
31: 46 174 1 [37]
67: 290 314 1 [37]
13: 87 61 1 [37]
130: 114 42 1 [37]
130: 114 314 1 [37]
172: 35 290 1 [37]
53: 322 317 1 [37]
23: 298 246 1 [37]
23: 298 251 1 [37]
31: 290 314 1 [37]
31: 314 290 1 [37]
22: 290 314 1 [37]
31: 290 193 1 [37]
31: 290 284 1 [37]
81: 317 290 1 [37]
42: 314 12 1 [37]
130: 114 119 1 [37]
130: 114 66 1 [37]
90: 114 76 1 [37]
94: 290 314 1 [37]
33: 290 314 1 [37]
32: 314 290 1 [37]
23: 105 322 1 [37]
212: 17 161 1 [37]
13: 106 317 1 [37]
13: 106 260 1 [37]
92: 314 76 1 [37]
25: 42 234 1 [37]
94: 314 60 1 [37]
31: 314 246 1 [37]
31: 246 314 1 [37]
102: 246 290 1 [37]
64: 92 314 1 [37]
64: 234 314 1 [37]
43: 314 290 1 [38]
31: 314 322 1 [38]
31: 246 322 1 [38]
25: 246 290 1 [38]
31: 246 290 1 [38]
31: 290 246 1 [38]
112: 246 314 1 [38]
22: 317 290 1 [38]
90: 141 251 1 [38]
31: 314 290 1 [38]
31: 290 314 1 [38]
31: 246 290 1 [38]
31: 290 246 1 [38]
112: 60 314 1 [38]
81: 290 317 1 [38]
140: 322 314 1 [38]
140: 60 314 1 [38]
60: 89 260 1 [38]
120: 246 317 1 [38]
20: 246 27 1 [38]
130: 314 246 1 [38]
31: 234 246 1 [38]
31: 246 234 1 [38]
223: 114 314 1 [38]
223: 114 42 1 [38]
120: 246 317 1 [38]
25: 290 246 1 [38]
102: 76 290 1 [38]
182: 322 290 1 [38]
132: 317 260 1 [38]
132: 260 317 1 [38]
31: 141 246 1 [38]
31: 246 141 1 [38]
100: 76 314 1 [38]
31: 76 314 1 [38]
81: 317 290 1 [38]
223: 314 76 1 [38]
22: 83 246 1 [38]
64: 277 314 1 [38]
81: 317 290 1 [38]
102: 290 314 1 [38]
81: 317 290 1 [38]
180: 317 290 1 [38]
90: 321 314 1 [38]
23: 317 290 1 [38]
90: 246 290 1 [38]
40: 290 314 1 [38]
64: 306 317 1 [38]
64: 306 260 1 [38]
64: 306 282 1 [38]
31: 35 290 1 [38]
182: 35 193 1 [38]
182: 35 284 1 [38]
24: 298 290 1 [38]
81: 60 290 1 [38]
132: 60 290 1 [38]
81: 60 290 1 [38]
223: 314 76 1 [38]
32: 290 17 1 [38]
123: 317 290 1 [38]
223: 314 317 1 [38]
111: 317 290 1 [38]
223: 314 317 1 [38]
111: 317 290 1 [38]
160: 317 290 1 [38]
25: 314 246 1 [38]
23: 106 317 1 [38]
102: 298 290 1 [38]
23: 317 290 1 [38]
182: 317 314 1 [38]
42: 317 290 1 [38]
171: 317 290 1 [38]
102: 317 105 1 [38]
42: 317 290 1 [38]
102: 290 314 1 [38]
31: 105 95 1 [38]
31: 95 105 1 [38]
42: 314 290 1 [38]
42: 317 290 1 [38]
102: 290 314 1 [38]
102: 290 193 1 [38]
102: 290 284 1 [38]
102: 290 193 1 [38]
102: 290 284 1 [38]
102: 290 314 1 [38]
173: 27 314 1 [38]
212: 141 317 1 [38]
111: 60 290 1 [38]
81: 246 321 1 [38]
81: 321 246 1 [38]
102: 290 193 1 [38]
102: 290 284 1 [38]
53: 193 314 1 [38]
53: 284 314 1 [38]
102: 290 193 1 [38]
102: 290 284 1 [38]
130: 114 174 1 [38]
73: 17 290 1 [38]
191: 286 290 1 [38]
81: 314 317 1 [38]
23: 246 317 1 [38]
182: 70 317 1 [38]
150: 298 317 1 [38]
25: 258 290 1 [38]
141: 114 174 1 [38]
20: 314 251 1 [38]
34: 317 35 1 [38]
132: 317 290 1 [38]
23: 322 314 1 [38]
34: 317 290 1 [38]
123: 317 322 1 [38]
102: 23 76 1 [38]
173: 317 290 1 [38]
173: 317 290 1 [38]
73: 288 260 1 [38]
73: 288 317 1 [38]
102: 174 76 1 [38]
73: 202 290 1 [38]
102: 290 193 1 [38]
102: 290 284 1 [38]
112: 317 290 1 [38]
84: 23 290 1 [38]
102: 290 193 1 [38]
102: 290 284 1 [38]
191: 317 290 1 [38]
100: 35 290 1 [38]
100: 35 290 1 [38]
32: 246 233 1 [38]
33: 233 246 1 [38]
132: 290 286 1 [38]
25: 260 298 1 [38]
23: 286 90 1 [38]
151: 317 251 1 [38]
52: 317 35 1 [38]
111: 17 290 1 [38]
22: 76 290 1 [38]
182: 95 314 1 [38]
33: 76 226 1 [38]
32: 226 76 1 [38]
81: 314 83 1 [38]
40: 290 193 1 [38]
40: 290 284 1 [38]
112: 317 314 1 [38]
40: 290 193 1 [38]
40: 290 284 1 [38]
31: 35 290 1 [38]
31: 290 35 1 [38]
204: 35 290 1 [38]
90: 314 76 1 [38]
22: 317 290 1 [38]
34: 290 193 1 [38]
34: 290 284 1 [38]
111: 106 317 1 [38]
102: 298 314 1 [38]
40: 290 193 1 [38]
40: 290 284 1 [38]
34: 290 193 1 [38]
34: 290 284 1 [38]
223: 290 314 1 [38]
80: 321 314 1 [38]
50: 246 290 1 [38]
80: 314 27 1 [38]
80: 251 174 1 [38]
40: 290 193 1 [38]
40: 290 284 1 [38]
94: 32 251 1 [38]
94: 28 251 1 [38]
31: 309 318 1 [38]
31: 318 309 1 [38]
182: 290 314 1 [38]
222: 317 314 1 [38]
94: 27 314 1 [38]
222: 317 314 1 [38]
25: 76 314 1 [38]
121: 203 114 1 [38]
121: 141 114 1 [38]
32: 76 314 1 [38]
33: 314 76 1 [38]
32: 76 314 1 [38]
33: 314 76 1 [38]
24: 76 314 1 [38]
22: 114 203 1 [38]
22: 114 141 1 [38]
84: 146 76 1 [38]
102: 246 76 1 [38]
95: 314 27 1 [38]
90: 317 322 1 [38]
23: 290 314 1 [38]
191: 317 27 1 [38]
84: 203 141 1 [38]
84: 141 203 1 [38]
196: 203 114 1 [38]
25: 246 290 1 [38]
23: 314 246 1 [38]
34: 27 314 1 [38]
94: 95 87 1 [38]
23: 114 203 1 [38]
23: 114 141 1 [38]
34: 27 314 1 [38]
34: 27 314 1 [38]
34: 27 314 1 [38]
34: 27 314 1 [38]
130: 114 174 1 [39]
34: 314 321 1 [39]
93: 27 314 1 [39]
34: 27 314 1 [39]
94: 27 130 1 [39]
32: 290 314 1 [39]
122: 76 114 1 [39]
181: 114 76 1 [39]
64: 114 174 1 [39]
32: 286 260 1 [39]
42: 27 314 1 [39]
112: 246 27 1 [39]
34: 187 314 1 [39]
81: 27 246 1 [39]
81: 246 27 1 [39]
121: 76 27 1 [39]
34: 321 314 1 [39]
23: 322 27 1 [39]
122: 314 322 1 [39]
181: 29 27 1 [39]
81: 29 314 1 [39]
32: 290 314 1 [39]
182: 251 314 1 [39]
102: 322 314 1 [39]
22: 290 27 1 [39]
111: 246 27 1 [39]
121: 246 76 1 [39]
20: 29 314 1 [39]
171: 187 322 1 [39]
102: 290 27 1 [39]
54: 290 317 1 [39]
102: 290 27 1 [39]
102: 290 27 1 [39]
70: 76 27 1 [39]
21: 317 314 1 [39]
21: 260 314 1 [39]
90: 322 27 1 [39]
73: 225 290 1 [39]
67: 95 290 1 [39]
82: 286 298 1 [39]
82: 298 286 1 [39]
23: 290 27 1 [39]
132: 290 27 1 [39]
132: 290 27 1 [39]
150: 27 314 1 [39]
73: 95 290 1 [39]
42: 290 314 1 [39]
31: 27 76 1 [39]
31: 76 27 1 [39]
31: 322 27 1 [39]
31: 27 322 1 [39]
31: 246 314 1 [39]
31: 314 246 1 [39]
31: 141 314 1 [39]
24: 290 76 1 [39]
31: 246 314 1 [39]
31: 314 246 1 [39]
32: 127 314 1 [39]
223: 246 317 1 [39]
24: 27 134 1 [39]
31: 27 23 1 [39]
31: 27 76 1 [39]
30: 134 314 1 [39]
121: 253 248 1 [39]
94: 253 314 1 [39]
223: 251 56 1 [39]
223: 56 251 1 [39]
31: 298 76 1 [39]
32: 317 310 1 [39]
32: 317 194 1 [39]
33: 310 317 1 [39]
33: 194 317 1 [39]
102: 286 246 1 [39]
82: 298 76 1 [39]
82: 76 298 1 [39]
73: 95 290 1 [39]
34: 134 314 1 [39]
73: 87 317 1 [39]
81: 76 298 1 [39]
81: 298 76 1 [39]
150: 314 246 1 [39]
73: 193 87 1 [39]
182: 148 290 1 [39]
190: 246 248 1 [39]
111: 246 76 1 [39]
24: 290 314 1 [39]
23: 290 12 1 [39]
23: 290 20 1 [39]
24: 290 314 1 [39]
102: 290 314 1 [39]
23: 83 3 1 [39]
182: 196 314 1 [39]
25: 27 76 1 [39]
25: 27 298 1 [39]
80: 290 317 1 [39]
81: 298 290 1 [39]
160: 290 314 1 [39]
65: 246 114 1 [39]
32: 290 317 1 [39]
33: 317 290 1 [39]
32: 290 317 1 [39]
33: 317 290 1 [39]
111: 53 290 1 [39]
80: 53 45 1 [39]
80: 53 314 1 [39]
64: 146 314 1 [39]
223: 27 290 1 [39]
67: 290 317 1 [39]
67: 290 317 1 [39]
121: 290 268 1 [39]
223: 290 317 1 [39]
223: 290 317 1 [39]
24: 290 27 1 [39]
80: 27 314 1 [39]
150: 64 314 1 [39]
31: 253 314 1 [39]
31: 314 253 1 [39]
81: 277 27 1 [39]
81: 27 277 1 [39]
80: 27 314 1 [39]
94: 6 314 1 [39]
73: 200 290 1 [39]
31: 290 314 1 [39]
64: 76 260 1 [39]
31: 106 253 1 [39]
31: 253 106 1 [39]
102: 106 314 1 [39]
23: 246 114 1 [39]
102: 290 87 1 [39]
32: 193 317 1 [39]
32: 284 317 1 [39]
32: 193 317 1 [39]
32: 284 317 1 [39]
84: 70 290 1 [39]
73: 290 317 1 [39]
73: 290 317 1 [39]
198: 56 60 1 [39]
198: 60 56 1 [39]
223: 56 290 1 [39]
223: 60 290 1 [39]
223: 56 290 1 [39]
223: 60 290 1 [39]
198: 56 60 1 [39]
198: 60 56 1 [39]
223: 56 290 1 [39]
223: 60 290 1 [39]
130: 246 248 1 [39]
112: 314 317 1 [39]
112: 314 260 1 [39]
141: 298 299 1 [39]
223: 317 246 1 [39]
223: 246 317 1 [39]
32: 317 51 1 [39]
33: 51 317 1 [39]
90: 317 51 1 [39]
82: 12 20 1 [39]
82: 20 12 1 [39]
13: 87 317 1 [39]
13: 87 260 1 [39]
13: 87 103 1 [39]
31: 286 314 1 [39]
31: 314 286 1 [39]
112: 56 60 1 [39]
112: 60 56 1 [39]
102: 290 314 1 [39]
64: 51 317 1 [39]
32: 317 146 1 [39]
102: 290 322 1 [39]
102: 290 317 1 [39]
224: 290 317 1 [39]
224: 290 27 1 [39]
111: 246 290 1 [39]
102: 314 290 1 [39]
173: 290 314 1 [39]
212: 314 3 1 [39]
102: 27 290 1 [39]
90: 27 290 1 [39]
12: 322 174 1 [39]
32: 314 27 1 [39]
33: 27 314 1 [39]
23: 290 314 1 [39]
90: 27 290 1 [39]
223: 322 317 1 [39]
223: 317 322 1 [39]
223: 314 27 1 [39]
24: 317 251 1 [39]
223: 314 27 1 [39]
170: 251 35 1 [39]
84: 32 27 1 [39]
84: 28 27 1 [39]
225: 317 322 1 [39]
31: 317 246 1 [39]
31: 246 317 1 [39]
31: 317 187 1 [39]
31: 187 317 1 [39]
31: 246 187 1 [39]
31: 187 246 1 [39]
191: 27 314 1 [39]
111: 246 314 1 [39]
94: 42 314 1 [39]
94: 277 314 1 [39]
90: 87 76 1 [39]
130: 119 114 1 [39]
225: 322 317 1 [39]
150: 3 174 1 [39]
14: 76 27 1 [39]
102: 83 153 1 [39]
84: 83 3 1 [39]
225: 322 317 1 [40]
90: 35 76 1 [40]
90: 35 76 1 [40]
112: 234 314 1 [40]
81: 35 32 1 [40]
81: 32 35 1 [40]
112: 317 290 1 [40]
120: 27 56 1 [40]
120: 27 246 1 [40]
90: 27 290 1 [40]
223: 317 290 1 [40]
223: 317 119 1 [40]
64: 239 314 1 [40]
223: 290 314 1 [40]
72: 290 317 1 [40]
223: 322 317 1 [40]
223: 317 322 1 [40]
223: 322 317 1 [40]
223: 317 322 1 [40]
32: 95 317 1 [40]
24: 95 317 1 [40]
72: 290 317 1 [40]
111: 114 76 1 [40]
32: 317 314 1 [40]
33: 314 317 1 [40]
22: 317 27 1 [40]
22: 27 317 1 [40]
223: 322 317 1 [40]
80: 76 27 1 [40]
90: 76 314 1 [40]
31: 27 76 1 [40]
31: 76 27 1 [40]
80: 314 27 1 [40]
64: 298 260 1 [40]
64: 298 317 1 [40]
64: 298 27 1 [40]
80: 251 27 1 [40]
94: 317 27 1 [40]
199: 27 314 1 [40]
122: 318 76 1 [40]
64: 76 27 1 [40]
70: 76 246 1 [40]
64: 298 314 1 [40]
64: 298 260 1 [40]
64: 298 317 1 [40]
64: 298 27 1 [40]
64: 27 314 1 [40]
223: 314 27 1 [40]
22: 174 76 1 [40]
121: 174 114 1 [40]
223: 314 27 1 [40]
112: 322 314 1 [40]
64: 298 314 1 [40]
22: 76 314 1 [40]
23: 105 174 1 [40]
41: 317 298 1 [40]
41: 260 298 1 [40]
22: 174 76 1 [40]
64: 202 27 1 [40]
94: 27 290 1 [40]
24: 314 322 1 [40]
64: 290 314 1 [40]
84: 70 290 1 [40]
42: 298 314 1 [40]
64: 46 314 1 [40]
24: 51 314 1 [40]
21: 51 314 1 [40]
23: 251 317 1 [40]
223: 27 76 1 [40]
223: 27 298 1 [40]
142: 27 76 1 [40]
142: 27 298 1 [40]
71: 105 317 1 [40]
33: 234 290 1 [40]
32: 290 234 1 [40]
199: 314 27 1 [40]
22: 306 314 1 [40]
120: 246 76 1 [40]
94: 76 290 1 [40]
40: 290 27 1 [40]
64: 66 27 1 [40]
64: 92 27 1 [40]
150: 114 174 1 [40]
160: 314 27 1 [40]
160: 27 314 1 [40]
94: 17 87 1 [40]
94: 314 121 1 [40]
94: 314 309 1 [40]
66: 105 317 1 [40]
64: 141 314 1 [40]
198: 290 314 1 [40]
90: 290 314 1 [40]
31: 76 27 1 [40]
31: 27 76 1 [40]
212: 27 251 1 [40]
94: 76 27 1 [40]
102: 229 314 1 [40]
25: 76 27 1 [40]
94: 106 290 1 [40]
80: 298 290 1 [40]
150: 114 174 1 [40]
31: 76 27 1 [40]
31: 27 76 1 [40]
112: 76 322 1 [40]
81: 27 314 1 [40]
81: 27 314 1 [40]
223: 27 314 1 [40]
23: 314 90 1 [40]
80: 314 27 1 [40]
12: 27 314 1 [40]
73: 17 314 1 [40]
210: 187 27 1 [40]
90: 314 277 1 [40]
120: 106 246 1 [40]
122: 298 246 1 [40]
24: 298 234 1 [40]
123: 27 314 1 [40]
122: 134 187 1 [40]
191: 290 314 1 [40]
192: 246 298 1 [40]
31: 226 76 1 [40]
31: 114 76 1 [40]
31: 174 76 1 [40]
95: 290 27 1 [40]
31: 309 314 1 [40]
31: 314 309 1 [40]
73: 286 290 1 [40]
22: 298 87 1 [40]
94: 87 27 1 [40]
64: 298 314 1 [40]
223: 314 3 1 [40]
102: 76 193 1 [40]
102: 76 284 1 [40]
64: 298 314 1 [40]
32: 290 27 1 [40]
190: 290 314 1 [40]
31: 290 27 1 [40]
31: 27 290 1 [40]
24: 290 314 1 [40]
132: 76 27 1 [40]
102: 76 314 1 [40]
121: 87 246 1 [40]
64: 78 314 1 [40]
121: 95 246 1 [40]
94: 105 246 1 [40]
131: 298 27 1 [40]
0: 298 314 1 [40]
31: 314 290 1 [40]
31: 290 314 1 [40]
31: 27 290 1 [40]
31: 290 27 1 [40]
31: 27 290 1 [40]
31: 290 27 1 [40]
23: 290 314 1 [40]
190: 290 27 1 [40]
73: 76 27 1 [40]
64: 187 314 1 [40]
111: 246 27 1 [40]
121: 246 310 1 [40]
121: 246 194 1 [40]
31: 314 277 1 [40]
31: 277 314 1 [40]
191: 298 27 1 [40]
121: 298 246 1 [40]
210: 35 27 1 [40]
223: 27 298 1 [40]
25: 76 314 1 [40]
25: 76 314 1 [40]
121: 226 27 1 [40]
94: 246 27 1 [40]
90: 277 298 1 [40]
100: 277 314 1 [40]
94: 246 298 1 [40]
120: 246 298 1 [40]
94: 306 27 1 [40]
141: 27 76 1 [40]
121: 322 27 1 [40]
102: 27 251 1 [40]
25: 76 314 1 [40]
25: 298 314 1 [40]
25: 76 314 1 [40]
81: 134 317 1 [40]
81: 317 134 1 [40]
111: 246 298 1 [40]
223: 246 314 1 [40]
112: 246 187 1 [40]
25: 27 290 1 [40]
25: 17 314 1 [40]
95: 76 246 1 [40]
31: 106 314 1 [40]
31: 314 106 1 [40]
12: 290 27 1 [40]
31: 290 299 1 [40]
31: 298 246 1 [40]
31: 246 298 1 [40]
224: 314 35 1 [40]
224: 314 32 1 [40]
223: 322 32 1 [40]
223: 322 28 1 [40]
32: 87 27 1 [40]
33: 27 87 1 [40]
195: 17 314 1 [40]
191: 17 314 1 [40]
32: 314 42 1 [40]
101: 76 246 1 [40]
53: 76 314 1 [40]
94: 95 290 1 [40]
102: 105 76 1 [40]
198: 290 314 1 [40]
121: 298 246 1 [40]
32: 286 114 1 [40]
32: 76 27 1 [40]
31: 76 27 1 [40]
31: 27 76 1 [40]
80: 27 56 1 [40]
80: 27 246 1 [40]
81: 35 27 1 [40]
81: 35 28 1 [40]
81: 27 35 1 [40]
81: 27 28 1 [40]
81: 28 35 1 [40]
81: 28 27 1 [40]
31: 76 27 1 [40]
33: 27 76 1 [40]
160: 286 246 1 [40]
160: 286 317 1 [40]
22: 76 314 1 [40]
130: 70 246 1 [40]
81: 314 76 1 [40]
81: 76 314 1 [40]
94: 105 290 1 [40]
94: 203 290 1 [40]
201: 260 314 1 [40]
42: 298 314 1 [40]
24: 298 246 1 [40]
31: 76 226 1 [40]
31: 226 76 1 [40]
102: 23 95 1 [40]
102: 23 105 1 [40]
102: 23 225 1 [40]
11: 130 27 1 [40]
102: 95 290 1 [40]
102: 105 290 1 [40]
102: 225 290 1 [40]
22: 277 27 1 [40]
191: 298 314 1 [40]
81: 290 27 1 [40]
25: 27 226 1 [40]
212: 322 246 1 [40]
121: 290 314 1 [40]
31: 32 251 1 [40]
31: 251 32 1 [40]
120: 247 246 1 [40]
90: 51 314 1 [40]
64: 51 56 1 [40]
64: 51 260 1 [40]
162: 27 22 1 [40]
25: 76 27 1 [40]
40: 246 314 1 [40]
25: 76 27 1 [40]
201: 27 251 1 [40]
22: 27 246 1 [40]
64: 186 56 1 [40]
64: 186 260 1 [40]
64: 186 27 1 [40]
23: 314 246 1 [40]
31: 246 187 1 [40]
31: 187 246 1 [40]
198: 187 76 1 [40]
40: 298 314 1 [40]
11: 298 27 1 [40]
162: 27 22 1 [40]
90: 114 76 1 [40]
182: 27 251 1 [40]
25: 290 193 1 [40]
25: 290 284 1 [40]
123: 95 290 1 [40]
80: 290 22 1 [40]
223: 27 87 1 [40]
160: 234 314 1 [40]
102: 56 76 1 [40]
25: 314 92 1 [40]
111: 106 314 1 [40]
64: 260 139 1 [40]
64: 139 260 1 [40]
123: 76 27 1 [40]
23: 290 314 1 [40]
182: 27 251 1 [40]
160: 298 234 1 [40]
102: 299 314 1 [40]
