% Recoded by KEDSmonths, Sun Nov 28 12:48:43 2004
*vertices 174
121: 75 74 1 [66]
73: 74 75 1 [66]
73: 135 75 1 [66]
223: 74 75 1 [66]
222: 75 57 1 [66]
112: 156 74 1 [66]
192: 156 128 1 [66]
73: 75 74 1 [66]
160: 75 74 1 [66]
32: 74 75 1 [66]
223: 77 91 1 [66]
223: 75 74 1 [66]
112: 74 156 1 [66]
112: 126 164 1 [66]
182: 74 75 1 [66]
132: 107 42 1 [66]
223: 75 146 1 [66]
221: 74 156 1 [66]
42: 160 5 1 [66]
32: 75 74 1 [66]
223: 116 146 1 [66]
32: 161 132 1 [66]
51: 164 111 1 [66]
223: 75 85 1 [67]
142: 74 75 1 [67]
150: 74 118 1 [67]
71: 74 81 1 [67]
223: 92 135 1 [67]
73: 74 75 1 [67]
142: 74 81 1 [67]
23: 75 74 1 [67]
223: 74 75 1 [67]
223: 81 155 1 [67]
92: 55 135 1 [67]
92: 160 135 1 [67]
92: 78 135 1 [67]
92: 160 135 1 [67]
102: 69 118 1 [67]
222: 75 74 1 [67]
223: 75 160 1 [67]
41: 118 100 1 [67]
222: 75 74 1 [67]
42: 156 82 1 [67]
223: 74 86 1 [67]
122: 160 155 1 [67]
81: 118 112 1 [67]
25: 87 118 1 [67]
211: 74 87 1 [67]
222: 74 75 1 [67]
25: 50 77 1 [67]
73: 87 118 1 [67]
223: 75 74 1 [67]
202: 160 90 1 [67]
82: 87 132 1 [67]
142: 103 160 1 [67]
142: 74 75 1 [67]
95: 75 164 1 [67]
191: 87 160 1 [67]
23: 75 154 1 [67]
122: 74 75 1 [67]
32: 120 82 1 [67]
171: 74 75 1 [67]
142: 74 135 1 [67]
142: 164 75 1 [67]
95: 74 164 1 [67]
64: 91 74 1 [67]
31: 82 75 1 [67]
31: 75 82 1 [67]
32: 82 75 1 [67]
32: 75 82 1 [67]
71: 82 75 1 [67]
223: 75 5 1 [67]
122: 75 74 1 [67]
31: 5 74 1 [67]
31: 5 75 1 [67]
32: 55 74 1 [67]
24: 55 74 1 [67]
32: 172 91 1 [67]
25: 74 75 1 [67]
25: 75 74 1 [67]
31: 74 55 1 [67]
32: 55 74 1 [67]
212: 91 147 1 [67]
23: 75 74 1 [67]
94: 55 169 1 [67]
94: 55 107 1 [67]
32: 74 55 1 [67]
31: 74 75 1 [67]
22: 74 135 1 [67]
25: 74 135 1 [67]
23: 164 87 1 [67]
73: 164 82 1 [67]
73: 164 156 1 [67]
102: 142 75 1 [67]
191: 81 74 1 [67]
191: 81 75 1 [67]
23: 119 26 1 [67]
24: 164 147 1 [67]
223: 74 75 1 [67]
202: 142 74 1 [67]
23: 74 75 1 [67]
142: 75 74 1 [67]
23: 164 77 1 [67]
223: 74 75 1 [67]
32: 120 75 1 [67]
142: 74 118 1 [67]
32: 120 75 1 [67]
22: 55 75 1 [67]
223: 75 74 1 [67]
223: 74 75 1 [67]
82: 135 91 1 [67]
32: 90 112 1 [67]
23: 135 118 1 [67]
212: 167 164 1 [67]
12: 91 164 1 [67]
101: 167 118 1 [67]
72: 74 50 1 [67]
31: 135 87 1 [68]
31: 87 135 1 [68]
32: 135 87 1 [68]
32: 87 135 1 [68]
212: 50 42 1 [68]
25: 50 42 1 [68]
72: 50 34 1 [68]
223: 74 75 1 [68]
31: 74 50 1 [68]
23: 143 164 1 [68]
132: 50 75 1 [68]
132: 75 50 1 [68]
23: 50 75 1 [68]
23: 75 50 1 [68]
222: 154 172 1 [68]
191: 77 91 1 [68]
81: 167 3 1 [68]
81: 167 155 1 [68]
32: 132 77 1 [68]
11: 50 74 1 [68]
32: 135 103 1 [68]
94: 75 87 1 [68]
102: 147 75 1 [68]
25: 135 92 1 [68]
191: 164 74 1 [68]
191: 164 75 1 [68]
222: 156 164 1 [68]
222: 156 50 1 [68]
222: 156 160 1 [68]
65: 135 130 1 [68]
73: 92 135 1 [68]
31: 164 156 1 [68]
122: 75 92 1 [68]
212: 10 74 1 [68]
23: 74 10 1 [68]
31: 156 164 1 [68]
31: 156 160 1 [68]
31: 156 50 1 [68]
41: 74 164 1 [68]
41: 74 50 1 [68]
41: 74 160 1 [68]
212: 74 78 1 [68]
223: 74 75 1 [68]
32: 135 26 1 [68]
223: 75 74 1 [68]
25: 5 87 1 [68]
121: 55 1 1 [68]
54: 55 1 1 [68]
25: 77 120 1 [68]
23: 156 74 1 [68]
192: 135 118 1 [68]
192: 74 118 1 [68]
212: 74 78 1 [68]
23: 74 78 1 [68]
31: 164 135 1 [68]
32: 135 164 1 [68]
223: 75 74 1 [68]
25: 74 75 1 [68]
25: 75 74 1 [68]
171: 75 74 1 [68]
142: 90 74 1 [68]
142: 74 90 1 [68]
91: 156 78 1 [68]
121: 74 78 1 [68]
13: 74 78 1 [68]
102: 74 75 1 [68]
121: 75 74 1 [68]
31: 5 87 1 [68]
102: 87 164 1 [68]
73: 160 50 1 [68]
73: 50 160 1 [68]
81: 164 160 1 [68]
81: 164 156 1 [68]
81: 160 164 1 [68]
81: 160 156 1 [68]
81: 156 164 1 [68]
81: 156 160 1 [68]
23: 118 155 1 [68]
82: 82 75 1 [68]
181: 74 75 1 [68]
82: 164 87 1 [68]
32: 74 78 1 [68]
64: 87 77 1 [68]
182: 164 135 1 [68]
73: 164 50 1 [68]
73: 50 164 1 [68]
223: 172 142 1 [68]
132: 164 135 1 [68]
23: 164 75 1 [68]
32: 120 135 1 [68]
223: 120 5 1 [68]
223: 120 142 1 [68]
121: 120 77 1 [68]
195: 87 92 1 [68]
223: 121 128 1 [68]
111: 160 50 1 [68]
111: 160 164 1 [68]
111: 50 160 1 [68]
111: 50 164 1 [68]
111: 164 160 1 [68]
111: 164 50 1 [68]
223: 120 142 1 [68]
112: 164 156 1 [68]
112: 164 160 1 [68]
112: 156 164 1 [68]
112: 156 160 1 [68]
112: 160 164 1 [68]
112: 160 156 1 [68]
66: 160 74 1 [68]
121: 119 1 1 [68]
94: 156 5 1 [68]
32: 118 69 1 [68]
82: 42 135 1 [68]
22: 169 75 1 [68]
22: 107 75 1 [68]
25: 74 86 1 [68]
142: 42 135 1 [68]
192: 135 118 1 [68]
121: 119 1 1 [68]
121: 119 1 1 [68]
82: 130 164 1 [68]
81: 111 164 1 [68]
223: 81 74 1 [68]
42: 74 118 1 [68]
223: 75 74 1 [68]
192: 74 118 1 [68]
23: 130 92 1 [68]
222: 34 75 1 [68]
81: 161 132 1 [68]
23: 34 75 1 [68]
31: 5 74 1 [68]
212: 74 78 1 [68]
223: 121 128 1 [68]
212: 74 75 1 [68]
25: 74 75 1 [68]
41: 119 68 1 [68]
212: 74 75 1 [68]
121: 135 91 1 [68]
23: 1 164 1 [68]
160: 74 87 1 [68]
212: 87 74 1 [68]
223: 86 154 1 [68]
23: 164 90 1 [68]
12: 135 91 1 [69]
42: 90 105 1 [69]
54: 50 120 1 [69]
23: 74 75 1 [69]
122: 74 145 1 [69]
73: 87 160 1 [69]
23: 75 74 1 [69]
31: 74 147 1 [69]
132: 164 74 1 [69]
112: 147 74 1 [69]
32: 74 147 1 [69]
32: 74 147 1 [69]
111: 74 161 1 [69]
32: 74 90 1 [69]
212: 74 10 1 [69]
212: 75 74 1 [69]
32: 74 3 1 [69]
31: 3 74 1 [69]
212: 75 74 1 [69]
111: 164 77 1 [69]
31: 135 100 1 [69]
31: 100 135 1 [69]
42: 75 74 1 [69]
33: 120 5 1 [69]
94: 91 5 1 [69]
223: 75 74 1 [69]
171: 74 5 1 [69]
132: 164 135 1 [69]
223: 75 92 1 [69]
223: 75 74 1 [69]
22: 74 75 1 [69]
42: 154 74 1 [69]
42: 154 119 1 [69]
142: 164 120 1 [69]
223: 75 74 1 [69]
192: 164 87 1 [69]
122: 75 74 1 [69]
122: 75 74 1 [69]
54: 74 164 1 [69]
32: 164 87 1 [69]
31: 87 164 1 [69]
31: 135 78 1 [69]
31: 78 135 1 [69]
31: 135 147 1 [69]
32: 147 135 1 [69]
31: 13 75 1 [69]
132: 74 135 1 [69]
223: 135 142 1 [69]
121: 75 74 1 [69]
22: 75 74 1 [69]
66: 135 74 1 [69]
66: 135 75 1 [69]
23: 156 160 1 [69]
171: 142 91 1 [69]
95: 10 5 1 [69]
94: 164 74 1 [69]
223: 50 1 1 [69]
23: 75 86 1 [69]
122: 75 74 1 [69]
31: 119 1 1 [69]
32: 1 119 1 [69]
72: 164 74 1 [69]
71: 74 164 1 [69]
121: 74 164 1 [69]
111: 152 74 1 [69]
202: 77 161 1 [69]
23: 120 74 1 [69]
23: 120 75 1 [69]
23: 120 82 1 [69]
23: 120 172 1 [69]
23: 74 75 1 [69]
25: 156 90 1 [69]
25: 156 147 1 [69]
22: 75 74 1 [69]
24: 156 82 1 [69]
211: 74 75 1 [69]
64: 156 82 1 [69]
122: 91 164 1 [69]
23: 77 75 1 [69]
223: 116 74 1 [69]
94: 74 86 1 [69]
102: 135 74 1 [69]
102: 74 75 1 [69]
31: 82 156 1 [69]
121: 110 77 1 [69]
121: 110 134 1 [69]
94: 75 74 1 [69]
122: 166 103 1 [69]
122: 75 74 1 [69]
95: 77 147 1 [69]
42: 75 74 1 [69]
111: 147 105 1 [69]
173: 75 74 1 [69]
94: 120 5 1 [69]
64: 81 154 1 [70]
25: 82 5 1 [70]
23: 75 74 1 [70]
223: 75 74 1 [70]
160: 156 90 1 [70]
32: 120 10 1 [70]
73: 135 164 1 [70]
223: 164 91 1 [70]
212: 91 164 1 [70]
212: 91 135 1 [70]
94: 135 156 1 [70]
31: 135 156 1 [70]
31: 156 135 1 [70]
31: 74 77 1 [70]
32: 172 132 1 [70]
72: 77 74 1 [70]
211: 172 77 1 [70]
32: 81 74 1 [70]
32: 74 75 1 [70]
121: 132 74 1 [70]
32: 91 135 1 [70]
94: 120 120 1 [70]
32: 135 16 1 [70]
31: 16 135 1 [70]
223: 92 74 1 [70]
23: 156 74 1 [70]
31: 172 132 1 [70]
121: 75 160 1 [70]
223: 74 75 1 [70]
81: 172 132 1 [70]
81: 135 16 1 [70]
81: 16 135 1 [70]
32: 156 82 1 [70]
121: 160 74 1 [70]
212: 91 142 1 [70]
32: 135 16 1 [70]
223: 86 154 1 [70]
23: 120 3 1 [70]
23: 120 172 1 [70]
51: 156 120 1 [70]
51: 82 120 1 [70]
223: 75 63 1 [70]
32: 156 82 1 [70]
23: 105 5 1 [70]
81: 156 82 1 [70]
81: 82 156 1 [70]
121: 74 75 1 [70]
31: 90 164 1 [70]
31: 90 160 1 [70]
24: 156 77 1 [70]
173: 160 34 1 [70]
223: 75 74 1 [70]
221: 77 91 1 [70]
32: 147 132 1 [70]
31: 154 75 1 [70]
53: 87 50 1 [70]
223: 75 77 1 [70]
223: 86 154 1 [70]
32: 37 87 1 [70]
31: 87 37 1 [70]
82: 147 132 1 [70]
111: 161 74 1 [70]
122: 75 74 1 [70]
223: 172 147 1 [70]
32: 135 16 1 [70]
25: 74 75 1 [70]
25: 75 74 1 [70]
121: 74 75 1 [70]
122: 87 50 1 [70]
31: 118 115 1 [70]
31: 118 160 1 [70]
122: 74 75 1 [70]
23: 75 74 1 [70]
222: 75 74 1 [70]
121: 156 90 1 [70]
23: 164 91 1 [70]
192: 112 118 1 [70]
223: 75 74 1 [70]
223: 74 75 1 [70]
22: 75 74 1 [70]
73: 164 121 1 [70]
223: 74 75 1 [70]
64: 153 156 1 [70]
64: 153 82 1 [70]
73: 118 112 1 [70]
192: 156 164 1 [70]
23: 74 75 1 [70]
23: 75 74 1 [70]
32: 120 10 1 [70]
32: 81 74 1 [70]
121: 75 74 1 [70]
23: 87 164 1 [70]
23: 120 120 1 [70]
122: 69 115 1 [70]
122: 69 160 1 [70]
122: 69 112 1 [70]
173: 69 118 1 [70]
73: 164 125 1 [70]
31: 75 120 1 [70]
32: 120 75 1 [70]
223: 74 75 1 [70]
23: 74 75 1 [70]
111: 74 154 1 [70]
23: 87 155 1 [70]
23: 155 87 1 [70]
73: 156 118 1 [70]
32: 135 118 1 [70]
211: 74 75 1 [70]
211: 75 74 1 [70]
223: 121 103 1 [70]
81: 85 135 1 [70]
81: 135 85 1 [70]
32: 81 75 1 [70]
223: 75 74 1 [70]
23: 74 154 1 [70]
32: 116 87 1 [70]
31: 120 75 1 [70]
112: 120 120 1 [70]
223: 75 74 1 [70]
223: 74 75 1 [70]
223: 74 75 1 [70]
223: 75 74 1 [70]
93: 156 164 1 [70]
65: 164 75 1 [70]
23: 135 112 1 [70]
32: 120 87 1 [70]
31: 87 120 1 [70]
31: 120 82 1 [70]
32: 82 120 1 [70]
31: 135 112 1 [70]
31: 120 82 1 [70]
31: 82 120 1 [70]
223: 74 75 1 [70]
32: 74 75 1 [70]
223: 74 75 1 [70]
32: 164 82 1 [70]
25: 82 5 1 [70]
64: 82 156 1 [70]
102: 74 118 1 [70]
95: 118 115 1 [70]
222: 75 74 1 [70]
32: 74 75 1 [70]
32: 135 115 1 [70]
42: 69 118 1 [70]
31: 135 115 1 [70]
92: 135 118 1 [70]
223: 155 74 1 [70]
32: 120 153 1 [70]
22: 74 75 1 [70]
223: 75 74 1 [70]
11: 74 119 1 [70]
11: 74 1 1 [70]
32: 120 82 1 [70]
192: 69 118 1 [70]
121: 74 110 1 [70]
95: 156 147 1 [70]
82: 5 77 1 [70]
82: 77 5 1 [70]
222: 74 75 1 [70]
121: 74 110 1 [70]
32: 156 50 1 [70]
94: 156 42 1 [70]
64: 75 164 1 [70]
102: 115 118 1 [70]
25: 164 87 1 [70]
32: 156 50 1 [70]
160: 75 74 1 [70]
23: 82 5 1 [70]
223: 74 164 1 [71]
73: 74 118 1 [71]
31: 3 120 1 [71]
31: 172 120 1 [71]
31: 147 91 1 [71]
212: 135 74 1 [71]
32: 164 147 1 [71]
31: 147 164 1 [71]
122: 74 75 1 [71]
32: 74 50 1 [71]
32: 156 77 1 [71]
223: 75 74 1 [71]
212: 160 74 1 [71]
41: 135 164 1 [71]
32: 164 75 1 [71]
31: 164 75 1 [71]
25: 160 73 1 [71]
211: 74 75 1 [71]
23: 156 164 1 [71]
23: 164 156 1 [71]
95: 135 118 1 [71]
32: 75 78 1 [71]
33: 13 135 1 [71]
102: 82 156 1 [71]
73: 164 154 1 [71]
121: 160 164 1 [71]
31: 87 75 1 [71]
31: 75 87 1 [71]
32: 87 75 1 [71]
32: 75 87 1 [71]
150: 161 77 1 [71]
31: 164 75 1 [71]
23: 119 68 1 [71]
132: 74 75 1 [71]
25: 156 90 1 [71]
160: 156 90 1 [71]
71: 90 68 1 [71]
23: 156 78 1 [71]
32: 156 77 1 [71]
211: 46 169 1 [71]
211: 46 107 1 [71]
223: 156 90 1 [71]
121: 90 156 1 [71]
173: 164 82 1 [71]
173: 164 135 1 [71]
64: 5 42 1 [71]
23: 120 75 1 [71]
95: 135 74 1 [71]
31: 75 164 1 [71]
171: 110 74 1 [71]
95: 110 74 1 [71]
32: 50 147 1 [71]
32: 26 74 1 [71]
150: 74 110 1 [71]
73: 107 161 1 [71]
31: 107 154 1 [71]
132: 75 160 1 [71]
111: 120 120 1 [71]
73: 74 110 1 [71]
181: 74 110 1 [71]
150: 169 118 1 [71]
150: 107 118 1 [71]
22: 75 110 1 [71]
211: 75 74 1 [71]
23: 110 74 1 [71]
64: 164 75 1 [71]
64: 75 164 1 [71]
64: 164 75 1 [71]
122: 75 74 1 [71]
112: 77 164 1 [71]
31: 5 74 1 [71]
142: 74 164 1 [71]
23: 74 164 1 [71]
23: 74 75 1 [71]
73: 164 1 1 [71]
31: 5 74 1 [71]
33: 75 50 1 [71]
33: 75 78 1 [71]
24: 135 132 1 [71]
121: 82 164 1 [72]
94: 82 120 1 [72]
32: 34 74 1 [72]
32: 120 135 1 [72]
223: 34 75 1 [72]
121: 164 77 1 [72]
221: 5 87 1 [72]
221: 5 74 1 [72]
223: 74 145 1 [72]
221: 5 87 1 [72]
111: 164 161 1 [72]
111: 77 161 1 [72]
121: 75 74 1 [72]
51: 75 120 1 [72]
223: 87 74 1 [72]
95: 161 87 1 [72]
31: 164 87 1 [72]
82: 74 87 1 [72]
121: 164 74 1 [72]
141: 164 74 1 [72]
42: 87 74 1 [72]
23: 135 164 1 [72]
32: 135 164 1 [72]
82: 135 118 1 [72]
73: 164 87 1 [72]
223: 75 74 1 [72]
212: 74 87 1 [72]
212: 74 87 1 [72]
212: 74 87 1 [72]
223: 74 87 1 [72]
23: 135 118 1 [72]
54: 77 50 1 [72]
221: 156 5 1 [72]
41: 164 87 1 [72]
23: 135 118 1 [72]
160: 135 160 1 [72]
160: 135 115 1 [72]
142: 74 87 1 [72]
223: 1 132 1 [72]
73: 164 169 1 [72]
73: 164 107 1 [72]
121: 164 74 1 [72]
160: 135 160 1 [72]
160: 135 115 1 [72]
171: 74 75 1 [72]
122: 75 74 1 [72]
121: 156 74 1 [72]
102: 156 74 1 [72]
41: 164 74 1 [72]
212: 164 87 1 [72]
121: 74 164 1 [72]
212: 74 87 1 [72]
122: 75 57 1 [72]
102: 100 118 1 [72]
132: 5 156 1 [72]
223: 75 74 1 [72]
160: 74 118 1 [72]
94: 164 87 1 [72]
223: 164 74 1 [72]
121: 156 77 1 [72]
94: 156 77 1 [72]
91: 87 74 1 [72]
122: 147 156 1 [72]
122: 74 156 1 [72]
91: 147 74 1 [72]
91: 74 147 1 [72]
211: 154 86 1 [72]
222: 164 74 1 [72]
223: 147 5 1 [72]
223: 156 5 1 [72]
24: 161 164 1 [72]
31: 74 160 1 [72]
221: 119 155 1 [72]
23: 118 75 1 [72]
32: 55 50 1 [72]
31: 50 55 1 [72]
31: 74 75 1 [72]
73: 74 118 1 [72]
95: 75 5 1 [72]
223: 86 74 1 [72]
122: 154 75 1 [72]
31: 115 75 1 [72]
32: 155 118 1 [72]
31: 118 155 1 [72]
82: 155 118 1 [72]
212: 87 164 1 [72]
223: 142 74 1 [72]
25: 75 74 1 [72]
32: 155 118 1 [72]
31: 118 155 1 [72]
95: 161 172 1 [72]
212: 87 164 1 [72]
23: 164 120 1 [72]
223: 75 74 1 [72]
32: 75 74 1 [72]
122: 74 75 1 [72]
122: 75 74 1 [72]
223: 75 74 1 [72]
23: 75 74 1 [72]
223: 75 74 1 [72]
33: 118 3 1 [72]
191: 120 91 1 [72]
32: 120 135 1 [72]
121: 120 147 1 [72]
121: 120 147 1 [72]
223: 75 74 1 [72]
171: 75 74 1 [73]
23: 75 74 1 [73]
160: 164 90 1 [73]
71: 5 147 1 [73]
223: 75 74 1 [73]
222: 75 74 1 [73]
222: 75 147 1 [73]
31: 161 75 1 [73]
31: 161 74 1 [73]
31: 87 26 1 [73]
95: 87 26 1 [73]
82: 87 26 1 [73]
32: 75 74 1 [73]
31: 146 91 1 [73]
31: 156 120 1 [73]
32: 120 156 1 [73]
32: 120 164 1 [73]
82: 87 26 1 [73]
73: 118 5 1 [73]
211: 74 75 1 [73]
223: 75 74 1 [73]
31: 164 74 1 [73]
73: 75 74 1 [73]
223: 75 74 1 [73]
111: 164 74 1 [73]
32: 135 164 1 [73]
23: 9 120 1 [73]
32: 9 77 1 [73]
32: 9 164 1 [73]
66: 91 146 1 [73]
222: 85 75 1 [73]
73: 12 46 1 [73]
12: 112 118 1 [73]
31: 81 74 1 [73]
32: 74 81 1 [73]
223: 74 164 1 [73]
223: 75 74 1 [73]
81: 164 77 1 [73]
23: 120 164 1 [73]
23: 120 120 1 [73]
132: 161 75 1 [73]
191: 13 74 1 [73]
92: 82 5 1 [73]
32: 112 118 1 [73]
31: 53 12 1 [73]
31: 53 42 1 [73]
31: 42 12 1 [73]
32: 12 53 1 [73]
32: 12 42 1 [73]
32: 42 53 1 [73]
23: 74 75 1 [73]
112: 87 164 1 [73]
142: 75 74 1 [73]
23: 161 75 1 [73]
42: 50 75 1 [73]
42: 78 75 1 [73]
94: 154 75 1 [73]
212: 57 74 1 [73]
23: 46 147 1 [73]
73: 154 74 1 [73]
122: 74 75 1 [73]
122: 161 135 1 [73]
72: 164 87 1 [73]
31: 135 164 1 [73]
81: 172 172 1 [73]
81: 172 172 1 [73]
31: 5 75 1 [73]
182: 12 164 1 [73]
223: 75 74 1 [73]
25: 5 75 1 [73]
73: 118 135 1 [73]
22: 12 76 1 [73]
23: 112 118 1 [73]
223: 75 74 1 [73]
95: 135 164 1 [73]
201: 135 160 1 [73]
112: 74 118 1 [73]
71: 164 75 1 [73]
32: 74 111 1 [73]
51: 86 74 1 [73]
223: 68 74 1 [73]
122: 87 120 1 [73]
223: 75 74 1 [73]
73: 164 111 1 [73]
73: 74 111 1 [73]
23: 86 74 1 [73]
31: 74 167 1 [73]
31: 167 74 1 [73]
25: 69 118 1 [73]
121: 164 74 1 [73]
223: 74 75 1 [73]
32: 147 74 1 [73]
191: 119 1 1 [73]
82: 161 21 1 [73]
31: 147 74 1 [73]
31: 90 74 1 [73]
32: 74 147 1 [73]
32: 74 90 1 [73]
82: 155 50 1 [73]
121: 164 74 1 [73]
142: 74 75 1 [73]
121: 111 164 1 [73]
121: 111 164 1 [73]
23: 74 75 1 [73]
223: 75 74 1 [73]
23: 155 135 1 [73]
23: 69 135 1 [73]
73: 164 77 1 [73]
223: 74 75 1 [73]
25: 164 77 1 [73]
25: 164 135 1 [73]
31: 120 82 1 [73]
121: 46 5 1 [73]
32: 120 172 1 [73]
121: 156 75 1 [73]
223: 75 74 1 [73]
32: 77 164 1 [73]
102: 164 111 1 [73]
111: 135 118 1 [73]
72: 77 164 1 [73]
223: 75 74 1 [73]
31: 75 82 1 [73]
31: 82 75 1 [73]
32: 82 75 1 [73]
22: 164 77 1 [73]
12: 77 91 1 [73]
221: 112 118 1 [73]
23: 156 118 1 [73]
122: 74 75 1 [73]
121: 75 74 1 [73]
223: 74 75 1 [73]
31: 82 75 1 [73]
223: 120 91 1 [73]
32: 16 164 1 [73]
12: 164 67 1 [73]
111: 161 75 1 [74]
51: 75 74 1 [74]
31: 156 149 1 [74]
32: 149 156 1 [74]
32: 87 147 1 [74]
102: 135 118 1 [74]
32: 87 147 1 [74]
223: 75 74 1 [74]
32: 127 10 1 [74]
32: 127 155 1 [74]
121: 74 75 1 [74]
31: 120 135 1 [74]
25: 74 118 1 [74]
25: 75 74 1 [74]
211: 75 74 1 [74]
73: 74 75 1 [74]
66: 90 160 1 [74]
66: 90 160 1 [74]
223: 154 74 1 [74]
22: 120 120 1 [74]
12: 77 91 1 [74]
73: 160 135 1 [74]
32: 135 164 1 [74]
91: 135 164 1 [74]
31: 156 82 1 [74]
31: 156 120 1 [74]
121: 91 77 1 [74]
82: 3 164 1 [74]
31: 160 90 1 [74]
94: 156 77 1 [74]
32: 135 164 1 [74]
32: 135 164 1 [74]
160: 74 75 1 [74]
95: 135 164 1 [74]
23: 135 5 1 [74]
23: 135 77 1 [74]
101: 135 164 1 [74]
121: 74 164 1 [74]
223: 75 74 1 [74]
91: 135 164 1 [74]
31: 164 135 1 [74]
142: 50 1 1 [74]
223: 75 74 1 [74]
121: 161 74 1 [74]
121: 161 75 1 [74]
22: 77 147 1 [74]
81: 82 120 1 [74]
81: 120 82 1 [74]
23: 82 120 1 [74]
23: 120 82 1 [74]
223: 75 74 1 [74]
223: 57 74 1 [74]
111: 77 147 1 [74]
31: 164 1 1 [74]
223: 75 74 1 [74]
82: 74 111 1 [74]
23: 164 82 1 [74]
51: 164 135 1 [74]
23: 75 92 1 [74]
23: 164 147 1 [74]
223: 75 74 1 [74]
23: 75 92 1 [74]
121: 74 135 1 [74]
82: 87 77 1 [74]
102: 164 109 1 [74]
82: 164 5 1 [74]
25: 164 109 1 [74]
81: 154 75 1 [74]
81: 75 154 1 [74]
121: 164 111 1 [74]
121: 164 111 1 [74]
94: 87 5 1 [74]
211: 87 5 1 [74]
31: 147 135 1 [74]
31: 135 147 1 [74]
81: 135 164 1 [74]
223: 74 87 1 [74]
94: 164 5 1 [74]
111: 164 143 1 [74]
222: 75 74 1 [74]
25: 120 75 1 [74]
22: 1 74 1 [74]
212: 115 75 1 [74]
42: 164 82 1 [74]
42: 164 156 1 [74]
42: 164 135 1 [74]
102: 75 161 1 [74]
121: 74 161 1 [74]
121: 75 161 1 [74]
33: 75 74 1 [74]
23: 75 115 1 [74]
32: 55 77 1 [74]
221: 132 115 1 [74]
223: 75 74 1 [74]
101: 155 118 1 [74]
23: 74 75 1 [75]
25: 74 75 1 [75]
223: 75 87 1 [75]
223: 75 87 1 [75]
32: 75 156 1 [75]
66: 74 75 1 [75]
32: 74 154 1 [75]
223: 75 74 1 [75]
102: 75 74 1 [75]
23: 78 135 1 [75]
31: 120 120 1 [75]
160: 75 74 1 [75]
173: 75 74 1 [75]
223: 75 74 1 [75]
81: 22 164 1 [75]
31: 22 161 1 [75]
32: 161 22 1 [75]
223: 74 75 1 [75]
171: 75 74 1 [75]
160: 75 74 1 [75]
173: 75 74 1 [75]
95: 161 74 1 [75]
95: 161 75 1 [75]
223: 75 74 1 [75]
121: 132 74 1 [75]
173: 74 75 1 [75]
173: 75 74 1 [75]
65: 119 74 1 [75]
73: 77 91 1 [75]
223: 75 74 1 [75]
94: 81 74 1 [75]
94: 81 75 1 [75]
223: 74 75 1 [75]
223: 75 74 1 [75]
23: 128 118 1 [75]
31: 135 118 1 [75]
172: 12 46 1 [75]
94: 74 75 1 [75]
94: 161 74 1 [75]
94: 161 75 1 [75]
181: 91 77 1 [75]
181: 91 164 1 [75]
223: 75 74 1 [75]
223: 74 75 1 [75]
223: 74 75 1 [75]
32: 147 91 1 [75]
223: 147 91 1 [75]
223: 75 74 1 [75]
223: 75 74 1 [75]
23: 156 82 1 [75]
122: 75 74 1 [75]
223: 75 74 1 [75]
94: 161 74 1 [75]
94: 161 75 1 [75]
94: 74 75 1 [75]
182: 75 74 1 [75]
223: 75 74 1 [75]
23: 164 103 1 [75]
223: 74 75 1 [75]
160: 74 75 1 [75]
82: 74 161 1 [75]
122: 74 75 1 [75]
122: 75 74 1 [75]
92: 75 147 1 [75]
223: 75 74 1 [75]
122: 75 74 1 [75]
223: 75 74 1 [75]
122: 74 75 1 [75]
122: 75 74 1 [75]
223: 75 74 1 [75]
31: 161 107 1 [75]
31: 161 159 1 [75]
121: 75 74 1 [75]
223: 75 74 1 [75]
73: 91 77 1 [75]
121: 74 75 1 [75]
94: 156 164 1 [75]
132: 118 135 1 [75]
122: 156 74 1 [75]
94: 75 161 1 [75]
24: 161 74 1 [75]
223: 74 75 1 [75]
23: 74 121 1 [75]
223: 74 75 1 [75]
223: 75 74 1 [75]
223: 74 75 1 [75]
223: 75 74 1 [75]
121: 74 75 1 [75]
94: 161 75 1 [75]
94: 161 74 1 [75]
25: 74 75 1 [75]
25: 75 74 1 [75]
223: 75 74 1 [75]
223: 74 75 1 [75]
22: 75 74 1 [75]
94: 74 75 1 [75]
223: 75 74 1 [75]
25: 74 75 1 [75]
25: 75 74 1 [75]
122: 74 161 1 [75]
122: 75 161 1 [75]
223: 74 161 1 [75]
222: 74 75 1 [75]
31: 5 135 1 [75]
221: 128 164 1 [75]
192: 5 75 1 [75]
202: 160 74 1 [75]
202: 160 75 1 [75]
23: 75 74 1 [75]
122: 75 74 1 [75]
122: 74 75 1 [75]
160: 75 74 1 [75]
223: 74 75 1 [75]
223: 75 74 1 [75]
22: 75 74 1 [75]
223: 75 74 1 [75]
102: 5 164 1 [75]
23: 135 74 1 [75]
32: 156 82 1 [75]
23: 74 75 1 [75]
95: 74 5 1 [75]
95: 75 5 1 [75]
223: 74 9 1 [75]
173: 74 161 1 [75]
94: 146 74 1 [75]
73: 169 74 1 [75]
73: 107 74 1 [75]
31: 82 75 1 [75]
191: 74 75 1 [75]
223: 74 75 1 [75]
23: 145 75 1 [75]
25: 75 74 1 [75]
212: 74 146 1 [75]
31: 147 5 1 [75]
31: 90 5 1 [75]
31: 3 5 1 [75]
